Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Country
F,30,168,57,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,Russia
M,20,175,66,China-2,CHN,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Men's Doubles,Gold,China
M,24,175,66,China,CHN,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Men's Singles,Gold,China
M,24,175,66,China-1,CHN,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Men's Doubles,Silver,China
F,26,158,43,Kenya,KEN,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Women's 5,000 metres",Silver,Kenya
M,37,155,67,Norway,NOR,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold,Norway
M,35,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Jumping, Team",Gold,Sweden
F,23,170,64,Germany,GER,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Individual",Silver,Germany
M,19,167,68,United States,USA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 400 metres Freestyle,Silver,USA
M,19,167,68,United States,USA,1952 Summer,1952,Summer,Helsinki,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,USA
M,22,167,74,United States,USA,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Lightweight,Gold,USA
M,26,167,74,United States,USA,1956 Summer,1956,Summer,Melbourne,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,USA
M,30,167,74,United States,USA,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Middleweight,Silver,USA
F,28,180,65,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's Discus Throw,Gold,Poland
M,18,NA,NA,Lully II,NOR,1936 Summer,1936,Summer,Berlin,Sailing,Sailing Mixed 6 metres,Silver,Norway
M,32,182,NA,Sildra-1,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 8 metres,Gold,Norway
M,18,179,84,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 400 metres Freestyle,Bronze,Australia
M,18,179,84,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,Australia
M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Cycling,"Cycling Men's Road Race, Individual",Gold,Greece
M,27,164,52,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold,Russia
M,22,183,82,Cyprus,CYP,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Dinghy,Silver,Cyprus
M,49,NA,NA,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",Bronze,Germany
F,25,167,58,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Javelin Throw,Bronze,Russia
M,18,161,57,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Featherweight,Silver,Nigeria
M,21,186,76,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Freestyle,Gold,Russia
M,21,186,76,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,Russia
M,19,177,84,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Cycling,Cycling Men's Sprint,Bronze,Russia
F,20,175,65,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",Bronze,Greece
F,20,175,65,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold,Greece
M,31,175,82,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,Russia
F,17,152,39,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Floor Exercise,Gold,Russia
F,17,152,39,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Uneven Bars,Silver,Russia
F,17,152,39,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,Gold,Russia
F,21,152,39,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,Silver,Russia
M,29,170,68,Finland,FIN,1956 Summer,1956,Summer,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze,Finland
M,25,167,67,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,Russia
F,31,NA,NA,Germany,GER,1912 Summer,1912,Summer,Stockholm,Tennis,Tennis Women's Singles,Silver,Germany
F,31,NA,NA,Germany,GER,1912 Summer,1912,Summer,Stockholm,Tennis,Tennis Mixed Doubles,Gold,Germany
M,24,172,64,Kenya,KEN,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,Kenya
M,27,196,102.5,Finland,FIN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,Gold,Finland
M,29,178,79,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver,Czech Republic
M,21,170,58,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,USA
F,25,185,79,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxed Eights,Silver,Canada
M,27,179,78,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze,Sweden
M,26,174,68,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Silver,Russia
M,22,190,80,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Breaststroke,Bronze,Russia
M,23,198,92,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Silver,Russia
M,22,175,66,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,Bronze,Germany
M,25,154,48,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Bronze,Russia
M,22,168,64,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,Russia
M,26,168,64,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Bronze,Ukraine
F,22,181,167,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Super-Heavyweight,Silver,Ukraine
M,35,160,70,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Lightweight,Gold,Russia
M,33,176,71,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver,Russia
M,21,NA,NA,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,Russia
F,20,NA,NA,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,Bronze,Hungary
F,20,NA,NA,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,Hungary
F,20,NA,NA,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Uneven Bars,Gold,Hungary
F,20,NA,NA,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Balance Beam,Bronze,Hungary
M,29,186,79,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Butterfly,Silver,Russia
M,20,181,82,Russia,RUS,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,Russia
M,23,184,84,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Double Sculls,Gold,Russia
F,20,162,60,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver,Russia
F,20,185,76,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Gold,Russia
M,27,168,60,Poland,POL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,Gold,Poland
M,32,168,60,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 20 kilometres Walk,Gold,Poland
M,32,168,60,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 50 kilometres Walk,Gold,Poland
M,36,168,60,Poland,POL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 50 kilometres Walk,Gold,Poland
M,23,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze,Germany
M,19,169,57,Poland,POL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Featherweight,Bronze,Poland
M,22,174,60,Poland,POL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Featherweight,Bronze,Poland
M,19,176,72,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Diving,Diving Men's Springboard,Bronze,Russia
M,21,170,55,Kenya,KEN,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,Kenya
F,16,167,58,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Breaststroke,Bronze,Russia
F,16,167,58,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Breaststroke,Gold,Russia
M,26,159,62,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Extra-Lightweight,Bronze,Japan
M,21,179,71,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Middleweight,Silver,Russia
M,23,172,67,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Breaststroke,Silver,Russia
M,23,172,67,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Breaststroke,Silver,Russia
M,22,184,91.5,Finland,FIN,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver,Finland
M,25,167,65,Finland,FIN,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze,Finland
M,29,167,65,Finland,FIN,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,Finland
M,24,172,64,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold,Finland
M,32,172,63,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Team",Gold,Finland
M,24,190,92,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Heavyweight,Bronze,Finland
M,29,183,100,United States,USA,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,USA
M,32,183,100,United States,USA,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver,USA
M,22,165,51,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Flyweight,Gold,Bulgaria
F,23,180,60,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's High Jump,Silver,Bulgaria
F,31,180,60,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's High Jump,Gold,Bulgaria
M,27,180,77,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Individual",Bronze,Russia
M,29,164,61,East Germany,GDR,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horse Vault,Gold,Germany
M,33,190,93,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Men's Trap,Gold,Czech Republic
F,19,173,70,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze,Germany
F,19,160,52,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold,Ukraine
F,27,160,52,Ukraine,UKR,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Air Pistol, 10 metres",Bronze,Ukraine
F,27,160,52,Ukraine,UKR,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze,Ukraine
M,30,185,90,Russia,RUS,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze,Russia
M,30,185,90,Russia,RUS,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver,Russia
M,34,185,90,Russia,RUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver,Russia
M,29,175,100,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze,Bulgaria
M,34,172,82,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Free Pistol, 50 metres",Gold,Russia
M,25,158,55,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Flyweight,Silver,Hungary
M,24,156,56,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Bantamweight,Bronze,Japan
F,22,164,53,Japan,JPN,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Solo,Bronze,Japan
F,22,164,53,Japan,JPN,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze,Japan
M,22,171,60,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Lightweight,Silver,Ukraine
F,20,160,50,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Butterfly,Bronze,Germany
M,21,182,79,Germany,GER,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Sabre, Individual",Bronze,Germany
M,37,184,115,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,Russia
F,23,182,59,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Long Jump,Bronze,Russia
F,27,182,59,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Long Jump,Bronze,Russia
M,31,186,90,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Single Sculls,Bronze,Switzerland
M,29,176,70,West Germany,FRG,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Middleweight,Gold,Germany
M,26,NA,NA,Czechoslovakia,TCH,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Horse Vault,Silver,Czech Republic
M,20,NA,NA,France,FRA,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze,France
M,26,193,100,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Heavyweight,Bronze,Serbia
F,15,178,63,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Breaststroke,Bronze,Hungary
F,19,178,63,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Breaststroke,Gold,Hungary
M,20,200,102,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Half-Heavyweight,Gold,Hungary
F,26,162,56,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Women's Foil, Team",Bronze,Hungary
M,21,170,57,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Flyweight,Bronze,Hungary
M,25,170,57,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Bantamweight,Gold,Hungary
M,30,175,82,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,Hungary
M,27,183,134,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,Silver,USA
M,30,163,50,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Athletics,"Athletics Men's 10,000 metres",Silver,Hungary
F,24,173,64,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver,Hungary
M,36,179,80,Hungary,HUN,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Sabre, Individual",Bronze,Hungary
M,39,179,80,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Individual",Gold,Hungary
M,24,178,84,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,Hungary
F,23,164,58,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Pentathlon,Bronze,Hungary
M,25,204,132,Hungary,HUN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Discus Throw,Silver,Hungary
M,25,178,80,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Triple Jump,Bronze,Russia
M,26,192,110,Latvia,LAT,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Javelin Throw,Silver,Latvia
M,25,177,74,Russia,RUS,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Sabre, Individual",Bronze,Russia
M,35,182,90,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,Finland
M,29,183,82,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Sabre, Team",Silver,Hungary
F,26,168,60,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Archery,Archery Women's Individual,Silver,Russia
M,23,182,74,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's Sprint,Silver,Russia
M,28,168,63,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,Russia
M,28,168,63,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,Russia
F,21,182,66,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Breaststroke,Silver,USA
M,38,169,68,Poland,POL,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold,Poland
M,21,180,76,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Freestyle,Bronze,Australia
M,21,180,76,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 400 metres Freestyle,Bronze,Australia
M,21,180,76,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,Australia
F,25,168,63,Hungary,HUN,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold,Hungary
F,29,168,63,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold,Hungary
F,29,168,63,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold,Hungary
M,23,179,78,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Double Sculls,Gold,Czech Republic
M,26,187,82,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Pole Vault,Gold,Poland
M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Rope Climbing,Bronze,Greece
M,31,180,76,Poland,POL,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Team",Bronze,Poland
M,24,198,125,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,Hungary
M,28,198,125,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,Hungary
M,28,188,112,Slovenia,SLO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Hammer Throw,Gold,Slovenia
M,32,188,112,Slovenia,SLO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Hammer Throw,Silver,Slovenia
F,18,170,68,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's High Jump,Bronze,Russia
M,18,181,94,Poland,POL,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,Poland
M,26,181,94,Poland,POL,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,Poland
M,27,169,69,Poland-1,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver,Poland
M,22,NA,NA,Netherlands,NED,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,Netherlands
M,23,183,75,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 60 metres,Gold,USA
M,23,183,75,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,Gold,USA
M,23,183,75,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 200 metres Hurdles,Gold,USA
M,23,183,75,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Long Jump,Gold,USA
F,27,177,71,United States,USA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxless Pairs,Silver,USA
F,31,177,71,United States,USA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxless Pairs,Bronze,USA
M,22,186,81,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Heavyweight,Silver,Czech Republic
F,20,156,43,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Horse Vault,Silver,Germany
F,20,156,43,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,Germany
M,24,166,62,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze,Russia
M,25,190,92,Germany,GER,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Heavyweight,Bronze,Germany
M,20,175,68,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,Russia
M,26,165,62,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze,Bulgaria
F,29,171,68,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 400 metres,Silver,Czech Republic
M,23,186,94,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,Silver,Germany
F,29,176,72,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's 100 metres,Bronze,Germany
F,21,180,68,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Freestyle,Gold,Germany
F,21,180,68,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Freestyle,Gold,Germany
M,NA,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Rope Climbing,Silver,USA
